Date ,startup_name,industry_vertical,SubVertical,Country,City /State Location,Investors_Name,Investment_Type,Amount_in_USD,Remarks
10-08-2015,NearBuy,E-Commerce,Unclassified,India,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",Series A
10-08-2015,Tonetag,FinTech,Unclassified,India,Bengaluru,Reliance Capital Venture,Private Equity,"10,00,000",Series A
07-08-2015,Carls Jr,FoodTech,Unclassified,India,Gurugram,YouWeCan Ventures,Seed Funding,"6,30,000",No Remark
07-08-2015,EasyRewardz,E-Commerce,Unclassified,India,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"5,00,000",Pre-Series A
07-08-2015,GIBSS,CleanTech,Unclassified,India,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,Series A
07-08-2015,iOrderFresh,E-Commerce,Unclassified,India,New Delhi,Best Foodworks,Seed Funding,,No Remark
07-08-2015,StoreMore.in,Real Estate,Unclassified,India,Noida,Bedrock Ventures,Seed Funding,,No Remark
06-08-2015,Appvigil,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000",pre Series-A
06-08-2015,Ezetap,FinTech,Unclassified,India,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"2,50,00,000",Series C
06-08-2015,Ketto,FinTech,Unclassified,India,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000",No Remark
06-08-2015,Klozee,E-Commerce,Unclassified,India,Bengaluru,Tracxn Labs,Seed Funding,,No Remark
06-08-2015,LoudShout,Media & Entertainment,Unclassified,India,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,No Remark
06-08-2015,NDTV ecommerce venture,E-Commerce,Unclassified,India,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,Series A
06-08-2015,Practo,HealthTech,Unclassified,India,Bengaluru,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"9,00,00,000",Series C
06-08-2015,Wetravelsolo,Travel,Unclassified,India,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,No Remark
05-08-2015,Doormint,Consumer Internet,Unclassified,India,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",Series A
05-08-2015,Grex,FinTech,Unclassified,India,Pune,"Kunal Bajaj, Chandru BadrinarayaUnclassified",Seed Funding,"6,50,000",No Remark
05-08-2015,LetsTransport,Logistics,Unclassified,India,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",No Remark
05-08-2015,Nightstay,Travel,Unclassified,India,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",No Remark
05-08-2015,Sunday Realty Solutions,Real Estate,Unclassified,India,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000",No Remark
05-08-2015,Zo Rooms,Travel,Unclassified,India,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",Series A
05-08-2015,Zocalo,Real Estate,Unclassified,India,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,No Remark
04-08-2015,Pickingo,Logistics,Unclassified,India,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",Series A
03-08-2015,Connect India,E-Commerce,Unclassified,India,New Delhi,Aavishkaar,Private Equity,"50,00,000",Series A
03-08-2015,Cuelearn,EdTech,Unclassified,India,New Delhi,Alok Mittal,Seed Funding,,No Remark
03-08-2015,Glowship,E-Commerce,Unclassified,India,Bengaluru,Infuse Ventures,Seed Funding,,No Remark
03-08-2015,Jusride,Transport,Unclassified,India,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,No Remark
03-08-2015,OyoRooms,Travel,Unclassified,India,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,"10,00,00,000",Series B
03-08-2015,The Home Salon,HealthTech,Unclassified,India,Mumbai,VentureNursery,Seed Funding,,No Remark
03-08-2015,Wizrocket,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"96,00,000",Series B
01-08-2015,Ressy,E-Commerce,Unclassified,India,Pune,Mohandas Pai & others,Seed Funding,"4,00,000",No Remark
01-08-2015,Snapdeal,E-Commerce,Unclassified,India,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",Late Stage Round 7th (More details)
31-07-2015,Bona Vita,Travel,Unclassified,India,Gurugram,MakeMyTrip,Private Equity,"50,00,000",Strategic Investment
31-07-2015,LazyLad,E-Commerce,Unclassified,India,Gurugram,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,"5,00,000",pre-Series A
31-07-2015,Prothom,Consumer Internet,Unclassified,India,Pune,Oliphabs Capital,Private Equity,"20,00,000",Series A
31-07-2015,TripFactory,Travel,Unclassified,India,Bengaluru,"Aarin Capital Partners,",Private Equity,,Series A
30-07-2015,Cartisan,Consumer Internet,Unclassified,India,Bengaluru,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,,No Remark
30-07-2015,Droom.in,E-Commerce,Unclassified,India,New Delhi,"Lightbox Ventures, Beenos",Private Equity,"1,60,00,000",Series A
30-07-2015,MadRat Games,EdTech,Unclassified,India,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed Funding,"1,68,000",No Remark
30-07-2015,Noodle Play,FoodTech,Unclassified,India,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"1,68,000",No Remark
30-07-2015,Pipa Bella,E-Commerce,Unclassified,India,Mumbai,LionRock Capital,Private Equity,"6,00,000",Pre-Series A
30-07-2015,Pragmatix,SaaS & Enterprise Tech,Unclassified,India,Mumbai,SIDBI Venture Capital Ltd,Private Equity,"24,00,000",Series A
30-07-2015,Wassup,Consumer Internet,Unclassified,India,Chennai,B S Nagesh,Private Equity,,Pre-Series A
29-07-2015,Little App,E-Commerce,Unclassified,India,Bengaluru,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,"5,00,00,000",Series A
29-07-2015,Swajal,CleanTech,Unclassified,India,Gurugram,Abhishek Gupta,Private Equity,"12,00,000",Series A
29-07-2015,trueHb,HealthTech,Unclassified,India,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,"24,00,000",No Remark
29-07-2015,Zimmber,Consumer Internet,Unclassified,India,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,"20,00,000",Series A
28-07-2015,Flipkart,E-Commerce,Unclassified,India,Bengaluru,Steadview Capital and existing investors,Private Equity,"70,00,00,000","Late Stage, 10th Round More here"
28-07-2015,Opinio,E-Commerce,Unclassified,India,Bengaluru,"Accel Partners, Traxcn Labs & Others",Seed Funding,"13,00,000",No Remark
28-07-2015,Pepperfry,E-Commerce,Unclassified,India,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,"10,00,00,000",Series D
28-07-2015,Zoctr,HealthTech,Unclassified,India,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"10,00,000",No Remark
27-07-2015,Bevy,EdTech,Unclassified,India,Bengaluru,Varun Agarwal & Others,Seed Funding,,No Remark
27-07-2015,Locus,Logistics,Unclassified,India,Bengaluru,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,,No Remark
27-07-2015,ManageMySpa,SaaS & Enterprise Tech,Unclassified,India,Hyderabad,Accel Partners,Private Equity,"60,00,000",Series A
27-07-2015,Townrush,Logistics,Unclassified,India,Bengaluru,Lightspeed Venture Partners,Seed Funding,,No Remark
25-07-2015,CredR,E-Commerce,Unclassified,India,Mumbai,Fidelity Growth Partners,Private Equity,"1,50,00,000",Series A
25-07-2015,Shopatplaces,E-Commerce,Unclassified,India,New Delhi,Indian Angel Network,Seed Funding,,No Remark
24-07-2015,BroEx,Real Estate,Unclassified,India,Gurugram,Lightspeed India,Private Equity,"10,00,000",Bridge round
23-07-2015,Fitternity,HealthTech,Unclassified,India,Mumbai,Exfinity Venture Partners,Private Equity,"10,00,000",Series A
23-07-2015,HolidayIQ,Travel,Unclassified,India,Bengaluru,MakeMyTrip,Private Equity,"1,50,00,000",Strategic Investment
23-07-2015,iCrushiFlush,Consumer Internet,Unclassified,India,Mumbai,IDG Ventures India,Seed Funding,,No Remark
23-07-2015,JetSetGo,Transport,Unclassified,India,New Delhi,YourWeCan Ventures,Seed Funding,,No Remark
23-07-2015,MedGenome,HealthTech,Unclassified,India,Bengaluru,Sequoia Capital,Private Equity,"2,00,00,000",Series B
23-07-2015,Mswipe,FinTech,Unclassified,Unknown,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"2,50,00,000",Series B
23-07-2015,Myonsto,E-Commerce,Unclassified,India,Ahmedabad,Jayant Bokadia,Seed Funding,"3,20,000",No Remark
23-07-2015,NestAway,Real Estate,Unclassified,India,Bengaluru,"Flipkart, Tiger Global",Private Equity,"1,27,50,000",Series A
23-07-2015,Quikr,Unclassified,Unclassified,India,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"6,00,00,000",Late Stage
22-07-2015,deGustibus,FoodTech,Unclassified,India,Mumbai,India Value Fund Advisors,Private Equity,"3,00,00,000",Late Stage
22-07-2015,iqlect,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Exfinity Venture Partners,Private Equity,"20,00,000",Series A
21-07-2015,Joy by nature,E-Commerce,Unclassified,India,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"10,00,000",Series A
21-07-2015,ZenRadius,EdTech,Unclassified,India,Bengaluru,"Tracxn Labs, Deepak Singh",Seed Funding,,No Remark
20-07-2015,Innoviti,FinTech,Unclassified,India,Bengaluru,"Catamaran Ventures, New India Investment Corporation",Private Equity,"48,50,000",Series A
20-07-2015,Zo Rooms,Travel,Unclassified,India,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"1,50,00,000",no Remark
17-07-2015,Omnikart,E-Commerce,Unclassified,India,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"1,00,000",No Remark
17-07-2015,QuikWallet,FinTech,Unclassified,India,Mumbai,Snow Leopard Technology Ventures,Private Equity,"16,00,000",Follow on Funding
16-07-2015,Ketto,FinTech,Unclassified,India,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"7,00,000",No Remark
15-07-2015,InstaLively.com,Media & Entertainment,Unclassified,India,New Delhi,"Anupam Mittal, AUnclassifiedd Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,,No Remark
15-07-2015,Mobikon,FoodTech,Unclassified,India,Pune,Jungle Ventures,Private Equity,"23,00,000",Series B
15-07-2015,OYO Rooms,Travel,Unclassified,India,Gurugram,"Softbank, Sequoia Capital",Private Equity,"10,00,00,000",Series B
15-07-2015,Roadrunnr,Logistics,Unclassified,India,Bengaluru,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"1,10,00,000",Series A
14-07-2015,Boxmyspace,Real Estate,Unclassified,India,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"3,00,000",No Remark
14-07-2015,HackerRank,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,HR Technology fund,Private Equity,"75,00,000",Series C
14-07-2015,MySmartPrice,E-Commerce,Unclassified,India,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"1,00,00,000",Series B
14-07-2015,WickedRide,Transport,Unclassified,India,Bengaluru,Undisclosed,Seed Funding,"7,90,000",No Remark
14-07-2015,WoWexpress,Logistics,Unclassified,India,Mumbai,Tamarind Family Private Trust,Seed Funding,"5,00,000",No Remark
14-07-2015,Zenify,Real Estate,Unclassified,India,Bengaluru,Atul Jalan,Seed Funding,,No Remark
13-07-2015,Ameyo,SaaS & Enterprise Tech,Unclassified,India,Gurugram,Forum Synergies PE Fund,Private Equity,"50,00,000",Series A
13-07-2015,Mamagoto,FoodTech,Unclassified,India,New Delhi,Goldman Sachs,Private Equity,"1,00,00,000",Series A
13-07-2015,Satvacart,E-Commerce,Unclassified,India,Gurugram,Palaash Ventures,Seed Funding,,No Remark
10-07-2015,Footprints Education,EdTech,Unclassified,India,Gurugram,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"6,85,000",No Remark
10-07-2015,Infinity Assurance,SaaS & Enterprise Tech,Unclassified,India,New Delhi,Indian Angel Network,Seed Funding,"6,00,000",No Remark
10-07-2015,Loylty Rewards,E-Commerce,Unclassified,India,Mumbai,IndianIdeas.com,Private Equity,"1,93,50,000",Late Stage
09-07-2015,BlueStone,E-Commerce,Unclassified,India,Bengaluru,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"1,62,00,000",No Remark
09-07-2015,News in shorts,Media & Entertainment,Unclassified,India,Noida,Tiger Global,Private Equity,"2,00,00,000",Series B
09-07-2015,Notesgen,EdTech,Unclassified,India,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya NarayaUnclassified",Seed Funding,,No Remark
09-07-2015,Shopsity,E-Commerce,Unclassified,India,Gurugram,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,,No Remark
08-07-2015,33Coupons,E-Commerce,Unclassified,India,Kanpur,Not Disclosed,Seed Funding,"20,000",No Remark
08-07-2015,Ampere,Transport,Unclassified,India,Coimbatore,Ratan Tata,Seed Funding,,No Remark
08-07-2015,Axtria,SaaS & Enterprise Tech,Unclassified,India,Unknown,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"3,00,00,000",Series C
08-07-2015,Collectabillia,E-Commerce,Unclassified,India,Bengaluru,Accel Partners,Private Equity,"75,00,000",Series B
08-07-2015,Flytxt,SaaS & Enterprise Tech,Unclassified,India,Mumbai ,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"1,10,00,000",Series A
08-07-2015,Hopping Chef,FoodTech,Unclassified,India,Mumbai,Mirah Hospitality,Seed Funding,"4,70,000",Strategic Investment
08-07-2015,Lending Kart,FinTech,Unclassified,India,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"1,00,00,000",Series A
08-07-2015,Lybrate,HealthTech,Unclassified,India,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"1,02,00,000",Series A
08-07-2015,Quinto,FoodTech,Unclassified,India,Pune,Jaydeep Barman,Seed Funding,,No Remark
08-07-2015,Saavn,Media & Entertainment,Unclassified,India,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"10,00,00,000",Series C
08-07-2015,Zoomcar,Transport,Unclassified,India,Bengaluru,"Sequoia Capital, Empire Angels, NGP",Private Equity,"1,10,00,000",Series B
07-07-2015,Eatlo,FoodTech,Unclassified,India,Bengaluru,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,,No Remark
07-07-2015,IndiaLends,FinTech,Unclassified,India,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,Pre-Series A
07-07-2015,Liases Foras,Real Estate,Unclassified,India,New Delhi,DMG information Asia Pacific,Private Equity,"50,00,000",Series A
07-07-2015,Wudstay,Real Estate,Unclassified,India,Gurugram,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"30,00,000",Series A
06-07-2015,ConfirmtTkt,Transport,Unclassified,India,Bengaluru,Pravin Agarwala & others,Seed Funding,,No Remark
06-07-2015,getNow,E-Commerce,Unclassified,India,Nagpur,Atulya Mittal,Seed Funding,,No Remark
06-07-2015,Paper Boat,FoodTech,Unclassified,India,Gurugram,"Sofina, Hillhouse Capital",Private Equity,"3,00,00,000",Series B
05-07-2015,Urban Tailor,Consumer Internet,Unclassified,India,Bengaluru,Group of angel investors,Seed Funding,,No Remark
04-07-2015,Elanic,E-Commerce,Unclassified,India,Bengaluru,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,,No Remark
04-07-2015,StitchWood,E-Commerce,Unclassified,India,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"3,95,000",No Remark
03-07-2015,CultureAlley,EdTech,Unclassified,India,Jaipur,Tiger Global,Private Equity,"65,00,000",Series A
03-07-2015,Gingercrush,E-Commerce,Unclassified,India,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"10,00,000",No Remark
03-07-2015,GOQii,HealthTech,Unclassified,India,Mumbai,Vijay Shekhar Sharma,Private Equity,,Pre-Series A
02-07-2015,BankBazaar,FinTech,Unclassified,India,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"6,00,00,000",Series C\\n(More here)
02-07-2015,Gozoomo,E-Commerce,Unclassified,India,Bengaluru,SAIF Partners,Private Equity,"50,00,000",Series A
02-07-2015,Zenatix,SaaS & Enterprise Tech,Unclassified,India,Gurugram,"Rajan AUnclassifieddan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"1,61,000",No Remark
01-07-2015,Cloudcherry Analytics,SaaS & Enterprise Tech,Unclassified,India,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"10,00,000",No Remark
01-07-2015,HandyHome,Consumer Internet,Unclassified,India,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"6,30,000",No Remark
01-07-2015,iDreamCareer,EdTech,Unclassified,India,New Delhi,"ah! Ventures, Vivek Joshi, Mohit SatyaUnclassifiedd & others",Seed Funding,,No Remark
01-07-2015,NxtGen,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"IFC, Axon Partners, Intel Capital",Private Equity,"1,35,00,000",Series A
01-07-2015,Ola Cabs,Transport,Unclassified,India,Bengaluru,Ratan Tata,Private Equity,,Personal Investment
01-07-2015,Parcelled,Logistics,Unclassified,India,Bengaluru,"Delhivery, Tracxn Labs",Seed Funding,,No Remark
01-07-2015,Retigence Technologies,SaaS & Enterprise Tech,Unclassified,India,Mumbai,Omnivore Partners,Private Equity,,Series A
30-06-2015,aagaar.com,E-Commerce,Unclassified,India,Gurugram,Group of Investors,Seed Funding,,No Remark
30-06-2015,Buttercups,E-Commerce,Unclassified,India,Bengaluru,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,,No Remark
30-06-2015,Flatchat,Real Estate,Unclassified,India,Bengaluru,Commonfloor,Private Equity,"25,00,000",Strategic Funding
30-06-2015,MyCFO,FinTech,Unclassified,India,Mumbai,Sameer Koticha,Private Equity,"15,00,000",Series A
30-06-2015,RailYatri,Transport,Unclassified,India,Bengaluru,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,,Pre-Series A
29-06-2015,AdWyze,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Mape Advisory,Seed Funding,"10,00,000",No Remark
29-06-2015,StayGlad,HealthTech,Unclassified,India,Bengaluru,"Tracxn Labs, Sahil Barua",Seed Funding,,No Remark
29-06-2015,UrbanClap,Consumer Internet,Unclassified,India,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,"1,00,00,000",Series A
29-06-2015,Zimmber,Consumer Internet,Unclassified,India,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,"4,00,000",No Remark
26-06-2015,CreditMantri,FinTech,Unclassified,India,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,"25,00,000",Series A
26-06-2015,GetMyPeon,Consumer Internet,Unclassified,India,Mumbai,Undisclosed,Seed Funding,"2,50,000",No Remark
25-06-2015,Fusion MicrofiUncategorisedce,FinTech,Unclassified,India,New Delhi,"Development fiUnclassifiedce institution Belgian Investment Company, Oikocredit",Private Equity,"86,00,000",Series C
25-06-2015,Zinka,Logistics,Unclassified,India,Bengaluru,"Accel Partners, Flipkart",Private Equity,"60,00,000",Series A
24-06-2015,Indix,SaaS & Enterprise Tech,Unclassified,Unknown,Unknown,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,"1,50,00,000",Series C
24-06-2015,LabInApp,EdTech,Unclassified,India,Bengaluru,Unitus Seed Fund,Seed Funding,,No Remark
24-06-2015,Retention.ai,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,"5,00,000",No Remark
24-06-2015,Sigrid Education,EdTech,Unclassified,India,Noida,Oliphans Capital,Seed Funding,,No Remark
24-06-2015,Syona Cosmetics,HealthTech,Unclassified,India,Chennai,Chennai Angels,Seed Funding,,No Remark
24-06-2015,The Porter,Logistics,Unclassified,India,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,"55,00,000",Series A
23-06-2015,EduKart,EdTech,Unclassified,India,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,"10,00,000",Series A
23-06-2015,Goodservice,SaaS & Enterprise Tech,Unclassified,India,New Delhi,Sequoia Capital,Private Equity,"16,00,000",Series A
23-06-2015,Healthians.com,HealthTech,Unclassified,India,Hyderabad,YouWeCan Ventures,Seed Funding,,No Remark
23-06-2015,Treebo,Travel,Unclassified,India,Bengaluru,"Matrix Partners India, SAIF Partners",Private Equity,"60,00,000",Series A
22-06-2015,Banihal,SaaS & Enterprise Tech,Unclassified,India,New Delhi ,Dr David Cheriton,Seed Funding,,No Remark
22-06-2015,elong,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,"50,00,000",Series A
22-06-2015,Ixigo,Travel,Unclassified,India,Gurugram,Micromax Informatics,Private Equity,,Strategic Investment
22-06-2015,SkillAngels,EdTech,Unclassified,India,Chennai,Sprout Angels LLP,Seed Funding,,No Remark
22-06-2015,Vidgyor,Media & Entertainment,Unclassified,India,Bengaluru,AngelPrime,Seed Funding,"5,00,000",No Remark
21-06-2015,HolaChef,FoodTech,Unclassified,India,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"31,00,000",Series A
20-06-2015,Cupick,Media & Entertainment,Unclassified,India,Bengaluru,Group of Angel Investors from US/India,Seed Funding,"1,20,000",No Remark
20-06-2015,Tracxn,FinTech,Unclassified,India,Bengaluru,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,"1,00,00,000",Series A
19-06-2015,FundsIndia.com,FinTech,Unclassified,India,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,"1,10,00,000",Series C
19-06-2015,Housejoy,Real Estate,Unclassified,India,Bengaluru,Matrix Partners,Private Equity,"40,00,000",Series A
18-06-2015,CAKART.in,EdTech,Unclassified,India,Bengaluru,Sunil Maheshwari & group of investors,Seed Funding,,No Remark
18-06-2015,Fracktal Works,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Neoteric Infomatique Limited,Private Equity,"30,00,000",Series A
18-06-2015,Hansa Customer Equity,SaaS & Enterprise Tech,Unclassified,India,Mumbai,ASK Pravi,Private Equity,"50,00,000",Series A
18-06-2015,HealthifyMe,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,,Series A
18-06-2015,Moovo,Logistics,Unclassified,India,New Delhi,YouWeCan Ventures,Seed Funding,,No Remark
17-06-2015,BabyChakra,Consumer Internet,Unclassified,India,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,,No Remark
17-06-2015,Jiffstore,E-Commerce,Unclassified,India,Bengaluru,"Unitus Seed Fund, Times Internet",Seed Funding,,additional funding round
17-06-2015,MyDentist,HealthTech,Unclassified,India,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,"82,00,000",Series C
16-06-2015,CouponRaja,E-Commerce,Unclassified,India,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,"5,00,000",No Remark
16-06-2015,FoodAbhi,FoodTech,Unclassified,India,Mumbai,Group of angel investors,Seed Funding,,No Remark
16-06-2015,Karma Recycling,CleanTech,Unclassified,India,New Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,,Series A
15-06-2015,HomeLane,E-Commerce,Unclassified,India,Bengaluru,Sequoia Capital,Private Equity,"5,00,00,000",Series B
15-06-2015,iSTAR,EdTech,Unclassified,India,Bengaluru,Unitus Seed Fund,Private Equity,,Series A
15-06-2015,Shippr,Logistics,Unclassified,India,Bengaluru,i2india Pvt Ltd,Seed Funding,"5,00,000",No Remark
12-06-2015,La Renon,HealthTech,Unclassified,India,Ahmedabad,Sequoia Capital,Private Equity,"1,60,00,000",Series A
11-06-2015,AdStringO,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,"3,50,000",No Remark
11-06-2015,Faircent.com,FinTech,Unclassified,India,Gurugram,M&S Partners Pte. Ltd,Seed Funding,"2,50,000",Pre-Series A
10-06-2015,Guiddoo,Travel,Unclassified,India,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,,No Remark
10-06-2015,Voonik,E-Commerce,Unclassified,India,Bengaluru,"Sequoia Capital, Seedfund",Private Equity,"50,00,000",Series A
09-06-2015,Clovia,E-Commerce,Unclassified,India,New Delhi,IvyCap Ventures,Private Equity,"50,00,000",Series A
09-06-2015,PayMango,E-Commerce,Unclassified,India,Gurugram,Group of Angel Investors,Seed Funding,"2,34,000",No Remark
09-06-2015,Printland,E-Commerce,Unclassified,India,New Delhi,SIDBI Venture Capital Ltd,Private Equity,,Series A
09-06-2015,Swiggy,FoodTech,Unclassified,India,Bengaluru,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,"1,65,00,000",Series B
09-06-2015,Teritree,Media & Entertainment,Unclassified,India,Bengaluru,KCL,Seed Funding,"1,40,000",No Remark
08-06-2015,Applied Solar Technologies,CleanTech,Unclassified,India,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,"4,00,00,000",Series B
08-06-2015,PosterGully,Consumer Internet,Unclassified,India,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,,No Remark
05-06-2015,Jugnoo,Transport,Unclassified,India,Chandigarh,"Snow Leopard, Paytm",Private Equity,"50,00,000",Series A
05-06-2015,kWatt Solutions,CleanTech,Unclassified,India,Mumbai,Undisclosed,Seed Funding,"5,00,000",No Remark
05-06-2015,Medwell Ventures,HealthTech,Unclassified,India,Bengaluru,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,"1,00,00,000",Series A
04-06-2015,Ecom Express,Logistics,Unclassified,India,New Delhi,Warburg Pincus,Private Equity,"13,70,00,000",Series C
