date,startup_name,industry_vertical,subvertical,country,city /state location,investors_name,investment_type,amount_in_usd,year,month
2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,India,Bengaluru,91maker.com,Seed Funding,300000,2017,June
2017-06-20,Insider.in,Consumer Internet,Events Ticketing platform,India,Mumbai,Paytm,Private Equity,5200000,2017,June
2017-06-19,DarwinBox,SaaS & Enterprise Tech,Enterprise human resources management platform,India,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000,2017,June
2017-06-19,Unbxd,SaaS & Enterprise Tech,Cloud-based product discovery platform,India,Bengaluru,Eight Roads Ventures,Private Equity,12500000,2017,June
2017-06-16,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,India,Gurugram,YouWeCan Ventures,Seed Funding,,2017,June
2017-06-16,EdgeFx,E-Commerce,DIY project Kits seller,India,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,,2017,June
2017-06-16,Fincash,Consumer Internet,Personal Finance platform,India,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000,2017,June
2017-06-16,Goodbox,E-Commerce,Mobile SAAS ECommerce platform for SMEs,India,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000,2017,June
2017-06-16,HealthIntel,HealthTech,Online Pharmacy,India,New Delhi,BLIP Initiatives,Seed Funding,,2017,June
2017-06-16,PortDesk,SaaS & Enterprise Tech,Maritime Solutions,India,Noida,Alphard Maritime Group,Seed Funding,2000000,2017,June
2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,India,Bengaluru,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000,2017,June
2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,India,Noida,Undisclosed,Seed Funding,500000,2017,June
2017-06-14,Ola,Consumer Internet,Cab Aggregation App,India,Bengaluru,Tekne Capital Management LLC,Private Equity,50000000,2017,June
2017-06-14,Vanitycask,Consumer Internet,Beauty products discovery platform,India,Mumbai,RB Investments,Seed Funding,,2017,June
2017-06-13,Digit,SaaS & Enterprise Tech,Tech driven Insurance platform,India,Bengaluru,Fairfax Holdings,Private Equity,,2017,June
2017-06-13,Goodera,SaaS & Enterprise Tech,CSR and sustainability management platform,India,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000,2017,June
2017-06-13,HyperTrack,SaaS & Enterprise Tech,Location tracking solutions,India,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,,2017,June
2017-06-12,Boxx.ai,SaaS & Enterprise Tech,Artificial Intelligence,India,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000,2017,June
2017-06-12,Coverfox,Consumer Internet,Online insurance brokerage platform,India,Mumbai,Transamerica,Private Equity,15000000,2017,June
2017-06-12,Lending Kart,Consumer Internet,Online Lending platform,India,Ahmedabad,Yes Bank,Debt Funding,7800000,2017,June
2017-06-12,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,India,Bengaluru,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,,2017,June
2017-06-12,PeeSafe.in,HealthTech,Hygiene care product manufacturer,India,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000,2017,June
2017-06-12,Vista Rooms,Consumer Internet,Online rooms aggregation platform,India,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000,2017,June
2017-06-09,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,India,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000,2017,June
2017-06-09,Guidoo,Consumer Internet,Travel & adventure planning platform,India,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000,2017,June
2017-06-08,ABI Health,SaaS & Enterprise Tech,Unified Digital Health Platform,India,Bengaluru,Norwest Venture Partners,Private Equity,1500000,2017,June
2017-06-08,Multiplier Solutions,SaaS & Enterprise Tech,CRM Software for Healthcare space,India,Hyderabad,Norwest Venture Partners,Private Equity,1500000,2017,June
2017-06-08,Stockal,Consumer Internet,App-based Investment advisory Services,India,Bengaluru,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000,2017,June
2017-06-08,Stratfit,Consumer Internet,Health coaching programs,India,Hyderabad,Bodhtree Consulting Limited,Seed Funding,232000,2017,June
2017-06-07,GrowFitter,Consumer Internet,health and fitness discovery platform,India,Mumbai,SQue Capital,Seed Funding,600000,2017,June
2017-06-07,ZipLoan,Consumer Internet,Online lending platform,India,New Delhi,WaterBridge Ventures,Seed Funding,650000,2017,June
2017-06-06,BHIVE Workspace,Consumer Internet,co-working spaces,India,Bengaluru,Blume Ventures,Private Equity,1200000,2017,June
2017-06-06,Ftcash,Consumer Internet,Mobile Payments platform,India,Mumbai,"500 Startups, IvyCap Ventures",Private Equity,,2017,June
2017-06-06,GyanDhan,Consumer Internet,Education Marketplace,India,New Delhi,Sundaram Finance Holdings,Private Equity,,2017,June
2017-06-06,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,India,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,,2017,June
2017-06-06,Hungry Foal,Consumer Internet,For profit Social Venture,India,Gurugram,SBI (Stand Up India Scheme),Private Equity,,2017,June
2017-06-06,Spinny,E-Commerce,Online Used Car marketplace,India,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000,2017,June
2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,India,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000,2017,June
2017-06-05,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,India,Mumbai,Emerging India,Private Equity,50000000,2017,June
2017-06-05,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,India,Mumbai,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,,2017,June
2017-06-02,RentOnGo,E-Commerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",India,Bengaluru,TVS Motor Company,Seed Funding,234000,2017,June
2017-06-01,Tripeur,SaaS & Enterprise Tech,Mobile based travel ERP platform,India,Bengaluru,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,,2017,June
2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery & Rewards platform,India,Gurugram,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000,2017,May
2017-05-31,SastaSundar,E-Commerce,Online Pharmacy,India,Kolkata,Rohto Pharmaceutical,Private Equity,5000000,2017,May
2017-05-30,Loadshare,Logistics,Express Logistics Network,India,Bengaluru,Matrix Partners,Seed Funding,,2017,May
2017-05-30,SimpliLend,Consumer Internet,Online lending platform,India,New Delhi,Undisclosed,Seed Funding,,2017,May
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,India,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000,2017,May
2017-05-30,Swiggy,Consumer Internet,Online food delivery platform,India,Bengaluru,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000,2017,May
2017-05-29,Collateral Medical,E-Commerce,Online Medical equipment supplier,India,Mumbai,Carpediem Capital,Private Equity,3500000,2017,May
2017-05-29,Cube Consumer Services,Consumer Internet,Finance management Mobile app,India,Mumbai,Undisclosed,Seed Funding,,2017,May
2017-05-29,Nivesh,Consumer Internet,Online MF investment platform,India,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,,2017,May
2017-05-29,Wowflux,SaaS & Enterprise Tech,image Processing solution,India,New Delhi,Undisclosed,Seed Funding,,2017,May
2017-05-26,WhatsLoan,Consumer Internet,Online Lending mobile app,India,Bengaluru,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,,2017,May
2017-05-25,Aye Finance,FinTech,Non-Banking Financial Company,India,Gurugram,Blue Orchard,Private Equity,8000000,2017,May
2017-05-24,GenNext Students,Consumer Internet,Online Tutoring Services,India,Mumbai,Undisclosed,Seed Funding,580000,2017,May
2017-05-23,Box8,Consumer Internet,Food Delivery Platform,India,Mumbai,Trifecta Capital,Private Equity,1000000,2017,May
2017-05-23,Magicpin,Consumer Internet,Hyperlocal discovery platform,India,Gurugram,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000,2017,May
2017-05-23,The Print,Consumer Internet,News Portal,India,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,,2017,May
2017-05-23,TravelSpice,E-Commerce,Travel ECommerce portal,India,Hyderabad,Eagle10 Ventures,Seed Funding,,2017,May
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,India,New Delhi,Fosun International,Private Equity,30000000,2017,May
2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",India,Mumbai,"JLL, 1Crowd",Seed Funding,500000,2017,May
2017-05-20,YepMe,E-Commerce,Private Fashion Brand etailer,India,New Delhi,Gokaldas Exports Ltd,Private Equity,,2017,May
2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,India,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000,2017,May
2017-05-19,HealthSutra,FoodTech,Health Food Maker,India,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,,2017,May
2017-05-18,Paytm,E-Commerce,Mobile Wallet & ECommerce platform,India,Bengaluru,SoftBank Group,Private Equity,1400000000,2017,May
2017-05-18,PumpKart,E-Commerce,Online Water Pumps etailer,India,Chandigarh,Dr. Ritesh Malik,Seed Funding,,2017,May
2017-05-18,The Good Life,E-Commerce,Online Luxury Tea etailer,India,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000,2017,May
2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,India,Chennai,Undisclosed,Seed Funding,250000,2017,May
2017-05-17,PaySense,Consumer Internet,Online Lending platform,India,Mumbai,Jungle Ventures,Private Equity,5300000,2017,May
2017-05-16,Fynd,E-Commerce,Fashion ECommerce Portal,India,Mumbai,Rocketship,Private Equity,500000,2017,May
2017-05-16,Niki.ai,SaaS & Enterprise Tech,AI-based chatbot,India,Bengaluru,SAP,Private Equity,,2017,May
2017-05-16,Telr,SaaS & Enterprise Tech,Online Payment Gateway,India,Mumbai,Innovations East,Private Equity,3000000,2017,May
2017-05-15,Vernacular.ai,SaaS & Enterprise Tech,Multi-lingual AI Platform for Businesses,India,Bengaluru,Kstart Capital,Seed Funding,,2017,May
2017-05-15,Zapty,SaaS & Enterprise Tech,Project Management tool,India,Bengaluru,IdeaSpring Capital,Seed Funding,500000,2017,May
2017-05-12,Aequm,E-Commerce,Cloud ECommerce platform,India,Bengaluru,Undisclosed,Seed Funding,1000000,2017,May
2017-05-12,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,India,New Delhi,Impanix Capital,Private Equity,5000000,2017,May
2017-05-12,Log 9 Materials,SaaS & Enterprise Tech,NanoTech product developer,India,Bengaluru,GEMs,Seed Funding,,2017,May
2017-05-12,Remit Guru,Consumer Internet,Digital money transfer platform,India,Mumbai,"Infibeam, CCavenue",Private Equity,466000,2017,May
2017-05-11,Book My Diamond,E-Commerce,Diamond B2B eTailer,India,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,,2017,May
2017-05-11,Early Salary,Consumer Internet,Online lending platform,India,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000,2017,May
2017-05-11,ION Energy,SaaS & Enterprise Tech,Clean Tech Startup,India,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,,2017,May
2017-05-10,Chymera VR,SaaS & Enterprise Tech,Advertising Platform for Virtual Reality,India,Bengaluru,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,,2017,May
2017-05-10,Fourth Ambit,Consumer Internet,Community Building platform,India,Bengaluru,1Crowd,Seed Funding,600000,2017,May
2017-05-10,Lucideus,SaaS & Enterprise Tech,Cyber Security Startup,India,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,,2017,May
2017-05-10,Shopclues,E-Commerce,Online marketplace,India,Gurugram,InnoVen Capital,Private Equity,7700000,2017,May
2017-05-10,Vidooly,Consumer Internet,Video Intelligence platform,India,Noida,"Times Internet, GVFL",Private Equity,1400000,2017,May
2017-05-09,Anchanto,SaaS & Enterprise Tech,Ecommerce Fulfilment and Technology Platform,India,Pune,Luxasia Group,Private Equity,,2017,May
2017-05-09,Curie Labs,SaaS & Enterprise Tech,Energy Analytics startup,India,New Delhi,Satoshi Studios,Seed Funding,50000,2017,May
2017-05-09,Sequretek,SaaS & Enterprise Tech,IT Security & Data Management Services,India,Mumbai,"GVFL, Unicorn India Ventures",Private Equity,,2017,May
2017-05-09,Uncanny Vision,SaaS & Enterprise Tech,Computer Vision on Embedded Systems,India,Bengaluru,Anand Chandrasekaran,Seed Funding,,2017,May
2017-05-08,Ace Turtle,SaaS & Enterprise Tech,Omni-Channel Platform,India,Bengaluru,"Vertex Ventures, C31 Ventures",Private Equity,5000000,2017,May
2017-05-08,CureFit,SaaS & Enterprise Tech,Health-Tech Platform,India,Bengaluru,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000,2017,May
2017-05-08,Devourin,SaaS & Enterprise Tech,Restaurant Automation Solution,India,Pune,Deepak Nathani,Seed Funding,,2017,May
2017-05-08,MyGreens,FoodTech,Cold-press Juices manufacturer,India,New Delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000,2017,May
2017-05-08,Nightstay,Consumer Internet,Last minute hotel booking mobile app,India,New Delhi,"Indian Angels Network, LetsVenture",Seed Funding,,2017,May
2017-05-08,YepMe,E-Commerce,Private Label Fashion etailer,India,Gurugram,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000,2017,May
2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,India,Bengaluru,Rainmatter,Seed Funding,233000,2017,May
2017-05-05,Good Methods Global,SaaS & Enterprise Tech,Cloud Based Practice Management Software,India,Trivandrum,Accel Partners,Private Equity,,2017,May
2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,India,New Delhi,Nimit Panigrahi,Seed Funding,,2017,May
2017-05-05,i-lend,Consumer Internet,Peer-to-peer lending platform,India,Hyderabad,50K Ventures,Seed Funding,,2017,May
2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,India,Mumbai,Hinduja family,Seed Funding,,2017,May
2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,India,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,,2017,May
2017-05-03,Ola,Consumer Internet,Cab Aggregation App,India,Bengaluru,"Falcon Edge Capital, Capital Advisers",Private Equity,104500000,2017,May
2017-05-03,Sumeru,SaaS & Enterprise Tech,Software & Mobile development services,India,Bengaluru,Undisclosed,Seed Funding,1000000,2017,May
2017-05-02,4tigo,Logistics,Truck Network company,India,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,10000000,2017,May
2017-05-02,Innovapptive,SaaS & Enterprise Tech,Enterprise Mobility Solutions,India,Hyderabad,Hyderabad Angels,Seed Funding,1500000,2017,May
2017-05-02,SMECorner,Consumer Internet,Online Platform for small business loans,India,Mumbai,Dutch government fund,Private Equity,,2017,May
2017-05-02,ZippServe,Consumer Internet,Real estate risk assessment platform,India,Bengaluru,Undisclosed,Seed Funding,390000,2017,May
2017-05-01,Ace2three,Consumer Internet,Online Rummy playing Website,India,Hyderabad,Clairvest Group,Private Equity,73700000,2017,May
2017-05-01,Power2SME,E-Commerce,Buying portal for SMEs,India,Gurugram,International Finance Corporation,Private Equity,10000000,2017,May
2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,India,Jaipur,NB Ventures,Private Equity,,2017,April
2017-04-28,Mintwalk,Consumer Internet,Financial advisory mobile app,India,Mumbai,Poshika Financial Ecosystem,Seed Funding,,2017,April
2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,India,New Delhi,Accel Partners,Seed Funding,750000,2017,April
2017-04-27,Autobix,SaaS & Enterprise Tech,Software Solutions for Auto Dealership,India,Pune,GardX International,Seed Funding,,2017,April
2017-04-27,eShiksha,SaaS & Enterprise Tech,Education Institution Management Solutions,India,Jaipur,Cross Border Angels & Experts,Seed Funding,,2017,April
2017-04-27,iNurture,Consumer Internet,Online Educational courses,India,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,1500000,2017,April
2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,India,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000,2017,April
2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,India,Mumbai,Sequoia India,Private Equity,20000000,2017,April
